ie_cliente,id,name,datecreated
2,170921,Fechou com concorrente,0.0
2,170922,Achou nosso valor alto,0.0
2,170923,Fora do perfil de compra,0.0
2,171999,Cliente perdeu a obra,0.0
2,172001,Comprou outro produto,0.0
2,172002,Sem Retorno,0.0
2,172003,Demoramos pra enviar a cotação,0.0
2,172004,Não pode aguardar o Prazo,0.0
2,200516,Enviado ao Representante,0.0
2,201728,Cotação Informal,0.0
